id,waktu,isp_name,status,ping_ms,download_mbps,upload_mbps
11175,2026-05-23 19:30:49,Linknet,SPEEDTEST,18.24,94.86,107.13
11176,2026-05-23 19:35:53,Linknet,SPEEDTEST,15.89,67.87,63.43
11177,2026-05-23 19:40:58,Linknet,SPEEDTEST,15.32,92.73,103.01
11178,2026-05-23 19:46:02,Linknet,SPEEDTEST,13.92,95.54,105.91
11179,2026-05-23 19:51:05,Linknet,SPEEDTEST,11.23,93.97,102.91
11180,2026-05-23 19:56:09,Linknet,SPEEDTEST,16.24,97.57,104.22
11181,2026-05-23 20:05:32,Linknet,SPEEDTEST,16.8,94.14,105.07
11182,2026-05-23 20:10:36,Linknet,SPEEDTEST,16.51,95.05,51.28
11183,2026-05-23 20:15:34,Linknet,SPEEDTEST,14.87,93.73,94.45
11184,2026-05-23 20:20:40,Linknet,SPEEDTEST,16.84,94.5,105.6
11185,2026-05-23 20:25:43,Linknet,SPEEDTEST,15.38,95.43,103.48
11186,2026-05-23 20:30:44,Linknet,SPEEDTEST,17.13,97.73,102.56
11187,2026-05-23 20:35:45,Linknet,SPEEDTEST,15.01,94.76,105.17
11188,2026-05-23 20:40:55,Linknet,SPEEDTEST,16.59,96.58,103.77
11189,2026-05-23 20:45:50,Linknet,SPEEDTEST,17.92,94.83,106.01
11190,2026-05-23 20:50:54,Linknet,SPEEDTEST,12.47,66.11,105.77
11191,2026-05-23 20:55:53,Linknet,SPEEDTEST,16.71,92.28,70.92
11192,2026-05-23 21:05:34,Linknet,SPEEDTEST,16.65,92.75,106.15
11193,2026-05-23 21:10:34,Linknet,SPEEDTEST,15.62,95.98,104.53
11194,2026-05-23 21:15:37,Linknet,SPEEDTEST,11.76,94.37,105.3
11195,2026-05-23 21:20:39,Linknet,SPEEDTEST,15.56,93.13,83.75
11196,2026-05-23 21:25:48,Linknet,SPEEDTEST,16.68,94.64,72.04
11197,2026-05-23 21:30:47,Linknet,SPEEDTEST,13.09,94.64,98.16
11198,2026-05-23 21:35:48,Linknet,SPEEDTEST,13.57,94.86,98.17
11199,2026-05-23 21:40:49,Linknet,SPEEDTEST,11.73,93.61,104.96
11200,2026-05-23 21:46:01,Linknet,SPEEDTEST,13.61,97.32,106.18
11201,2026-05-23 21:49:20,Linknet,Akses Internet ke Luar Terganggu,2.49,0.0,0.0
11202,2026-05-23 21:49:25,Linknet,Tidak Ada Gangguan pada Jaringan,15.69,0.0,0.0
11203,2026-05-23 21:50:53,Linknet,SPEEDTEST,11.39,95.65,105.56
11204,2026-05-23 21:54:39,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11205,2026-05-23 21:54:44,Linknet,Tidak Ada Gangguan pada Jaringan,15.65,0.0,0.0
11206,2026-05-23 21:55:56,Linknet,SPEEDTEST,12.91,97.49,105.38
11207,2026-05-23 22:05:31,Linknet,SPEEDTEST,13.1,60.36,51.01
11208,2026-05-23 22:10:36,Linknet,SPEEDTEST,16.25,95.48,98.53
11209,2026-05-23 22:15:40,Linknet,SPEEDTEST,11.99,95.96,82.47
11210,2026-05-23 22:20:44,Linknet,SPEEDTEST,15.98,91.34,108.31
11211,2026-05-23 22:25:49,Linknet,SPEEDTEST,17.33,94.99,103.33
11212,2026-05-23 22:30:50,Linknet,SPEEDTEST,17.52,97.01,8.67
11213,2026-05-23 22:35:49,Linknet,SPEEDTEST,15.17,95.86,104.99
11214,2026-05-23 22:40:50,Linknet,SPEEDTEST,22.88,95.2,103.43
11215,2026-05-23 22:45:53,Linknet,SPEEDTEST,20.16,98.09,102.4
11216,2026-05-23 22:48:21,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11217,2026-05-23 22:48:26,Linknet,Tidak Ada Gangguan pada Jaringan,17.24,0.0,0.0
11218,2026-05-23 22:50:54,Linknet,SPEEDTEST,16.56,97.04,91.47
11219,2026-05-23 22:55:55,Linknet,SPEEDTEST,13.08,92.23,105.16
11220,2026-05-23 23:05:29,Linknet,SPEEDTEST,16.32,91.79,104.44
11221,2026-05-23 23:10:39,Linknet,SPEEDTEST,11.74,49.46,94.12
11222,2026-05-23 23:15:36,Linknet,SPEEDTEST,13.7,95.01,95.8
11223,2026-05-23 23:20:33,Linknet,SPEEDTEST,19.8,95.64,68.41
11224,2026-05-23 23:25:38,Linknet,SPEEDTEST,15.88,95.95,103.04
11225,2026-05-23 23:30:42,Linknet,SPEEDTEST,20.41,97.26,103.59
11226,2026-05-23 23:35:46,Linknet,SPEEDTEST,13.72,94.68,112.49
11227,2026-05-23 23:40:50,Linknet,SPEEDTEST,18.93,95.05,112.72
11228,2026-05-23 23:45:52,Linknet,SPEEDTEST,14.69,94.17,98.92
11229,2026-05-23 23:47:26,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11230,2026-05-23 23:47:31,Linknet,Tidak Ada Gangguan pada Jaringan,15.48,0.0,0.0
11231,2026-05-23 23:50:27,Linknet,Gangguan ISP Gedung,7.14,0.0,0.0
11232,2026-05-23 23:50:32,Linknet,Tidak Ada Gangguan pada Jaringan,17.07,0.0,0.0
11233,2026-05-23 23:50:54,Linknet,SPEEDTEST,15.92,89.19,98.02
11234,2026-05-23 23:52:49,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11235,2026-05-23 23:52:54,Linknet,Tidak Ada Gangguan pada Jaringan,15.38,0.0,0.0
11236,2026-05-23 23:56:04,Linknet,SPEEDTEST,16.78,57.78,100.46
11237,2026-05-24 00:05:37,Linknet,SPEEDTEST,13.61,57.15,69.13
11238,2026-05-24 00:10:37,Linknet,SPEEDTEST,18.57,96.44,102.56
11239,2026-05-24 00:15:36,Linknet,SPEEDTEST,19.32,97.68,102.94
11240,2026-05-24 00:20:37,Linknet,SPEEDTEST,16.04,97.57,8.06
11241,2026-05-24 00:25:37,Linknet,SPEEDTEST,17.8,88.49,87.03
11242,2026-05-24 00:30:42,Linknet,SPEEDTEST,16.45,23.42,51.66
11243,2026-05-24 00:35:46,Linknet,SPEEDTEST,16.25,92.3,70.51
11244,2026-05-24 00:40:46,Linknet,SPEEDTEST,11.74,93.77,92.56
11245,2026-05-24 00:45:49,Linknet,SPEEDTEST,20.35,97.15,105.23
11246,2026-05-24 00:50:51,Linknet,SPEEDTEST,16.26,92.77,106.01
11247,2026-05-24 00:55:52,Linknet,SPEEDTEST,18.16,97.34,102.01
11248,2026-05-24 01:05:36,Linknet,SPEEDTEST,28.39,97.64,106.09
11249,2026-05-24 01:10:40,Linknet,SPEEDTEST,26.82,97.22,107.6
11250,2026-05-24 01:15:43,Linknet,SPEEDTEST,15.47,94.78,48.28
11251,2026-05-24 01:20:33,Linknet,SPEEDTEST,22.8,98.17,104.94
11252,2026-05-24 01:25:35,Linknet,SPEEDTEST,16.53,95.37,97.19
11253,2026-05-24 01:30:45,Linknet,SPEEDTEST,15.77,73.82,98.46
11254,2026-05-24 01:35:45,Linknet,SPEEDTEST,20.5,96.5,103.81
11255,2026-05-24 01:39:31,Linknet,Gangguan ISP Gedung,6.9,0.0,0.0
11256,2026-05-24 01:40:55,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11257,2026-05-24 01:42:39,Linknet,Gangguan ISP Gedung,8.47,0.0,0.0
11258,2026-05-24 01:43:19,Linknet,Tidak Ada Gangguan pada Jaringan,16.62,0.0,0.0
11259,2026-05-24 01:43:42,Linknet,SPEEDTEST,17.55,94.89,103.71
11260,2026-05-24 01:48:37,Linknet,SPEEDTEST,12.71,100.58,28.46
11261,2026-05-24 01:53:38,Linknet,SPEEDTEST,17.42,96.04,105.19
11262,2026-05-24 01:58:40,Linknet,SPEEDTEST,16.8,10.3,101.62
11263,2026-05-24 02:05:28,Linknet,SPEEDTEST,15.72,94.6,91.18
11264,2026-05-24 02:10:33,Linknet,SPEEDTEST,16.58,97.04,105.47
11265,2026-05-24 02:15:40,Linknet,SPEEDTEST,13.56,97.13,104.48
11266,2026-05-24 02:17:30,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11267,2026-05-24 02:17:35,Linknet,Tidak Ada Gangguan pada Jaringan,15.41,0.0,0.0
11268,2026-05-24 02:20:52,Linknet,SPEEDTEST,15.51,50.97,104.0
11269,2026-05-24 02:25:49,Linknet,SPEEDTEST,13.35,60.83,10.81
11270,2026-05-24 02:30:57,Linknet,SPEEDTEST,16.42,31.29,29.07
11271,2026-05-24 02:35:56,Linknet,SPEEDTEST,19.55,97.83,18.04
11272,2026-05-24 02:40:56,Linknet,SPEEDTEST,16.07,96.43,105.46
11273,2026-05-24 02:45:59,Linknet,SPEEDTEST,17.44,97.62,105.53
11274,2026-05-24 02:51:02,Linknet,SPEEDTEST,13.02,97.56,105.29
11275,2026-05-24 02:54:58,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11276,2026-05-24 02:55:03,Linknet,Tidak Ada Gangguan pada Jaringan,15.61,0.0,0.0
11277,2026-05-24 02:56:15,Linknet,SPEEDTEST,15.49,93.14,94.53
11278,2026-05-24 02:58:55,Linknet,Akses Internet ke Luar Terganggu,2.36,0.0,0.0
11279,2026-05-24 02:59:01,Linknet,Tidak Ada Gangguan pada Jaringan,15.6,0.0,0.0
11280,2026-05-24 03:05:30,Linknet,SPEEDTEST,13.24,95.76,102.98
11281,2026-05-24 03:10:30,Linknet,SPEEDTEST,18.23,90.62,106.67
11282,2026-05-24 03:15:32,Linknet,SPEEDTEST,17.23,95.5,105.38
11283,2026-05-24 03:20:37,Linknet,SPEEDTEST,16.34,97.7,105.62
11284,2026-05-24 03:25:40,Linknet,SPEEDTEST,16.37,7.14,8.06
11285,2026-05-24 03:30:44,Linknet,SPEEDTEST,13.16,3.79,103.05
11286,2026-05-24 03:35:45,Linknet,SPEEDTEST,12.31,101.29,17.44
11287,2026-05-24 03:40:48,Linknet,SPEEDTEST,12.42,95.35,4.6
11288,2026-05-24 03:42:53,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11289,2026-05-24 03:42:58,Linknet,Tidak Ada Gangguan pada Jaringan,15.42,0.0,0.0
11290,2026-05-24 03:45:51,Linknet,SPEEDTEST,16.6,93.6,96.68
11291,2026-05-24 03:50:54,Linknet,SPEEDTEST,19.62,97.36,105.39
11292,2026-05-24 03:55:57,Linknet,SPEEDTEST,16.48,95.38,105.66
11293,2026-05-24 04:05:42,Linknet,SPEEDTEST,20.98,95.82,111.54
11294,2026-05-24 04:10:34,Linknet,SPEEDTEST,18.27,97.43,105.88
11295,2026-05-24 04:15:36,Linknet,SPEEDTEST,16.57,96.07,106.01
11296,2026-05-24 04:20:40,Linknet,SPEEDTEST,15.36,96.93,104.64
11297,2026-05-24 04:25:31,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11298,2026-05-24 04:25:36,Linknet,Tidak Ada Gangguan pada Jaringan,15.36,0.0,0.0
11299,2026-05-24 04:26:00,Linknet,SPEEDTEST,16.37,71.59,106.45
11300,2026-05-24 04:31:00,Linknet,SPEEDTEST,16.97,78.17,1.24
11301,2026-05-24 04:36:00,Linknet,SPEEDTEST,13.69,96.52,102.12
11302,2026-05-24 04:41:02,Linknet,SPEEDTEST,18.04,94.43,9.29
11303,2026-05-24 04:46:10,Linknet,SPEEDTEST,17.19,95.09,59.61
11304,2026-05-24 04:50:19,Linknet,Gangguan ISP Gedung,6.52,0.0,0.0
11305,2026-05-24 04:50:24,Linknet,Tidak Ada Gangguan pada Jaringan,15.5,0.0,0.0
11306,2026-05-24 04:51:13,Linknet,SPEEDTEST,16.38,95.14,60.48
11307,2026-05-24 04:56:06,Linknet,SPEEDTEST,12.94,95.99,105.61
11308,2026-05-24 05:05:27,Linknet,SPEEDTEST,17.89,97.09,103.97
11309,2026-05-24 05:10:35,Linknet,SPEEDTEST,12.56,8.72,78.61
11310,2026-05-24 05:15:43,Linknet,SPEEDTEST,19.19,71.29,107.84
11311,2026-05-24 05:20:36,Linknet,SPEEDTEST,18.26,96.44,103.98
11312,2026-05-24 05:25:40,Linknet,SPEEDTEST,17.18,97.35,103.97
11313,2026-05-24 05:30:41,Linknet,SPEEDTEST,16.94,96.38,111.77
11314,2026-05-24 05:35:45,Linknet,SPEEDTEST,13.62,96.69,41.86
11315,2026-05-24 05:40:52,Linknet,SPEEDTEST,12.77,96.13,106.41
11316,2026-05-24 05:45:50,Linknet,SPEEDTEST,14.32,67.74,64.43
11317,2026-05-24 05:50:50,Linknet,SPEEDTEST,12.56,7.29,104.37
11318,2026-05-24 05:55:54,Linknet,SPEEDTEST,19.39,97.18,104.95
11319,2026-05-24 05:56:33,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11320,2026-05-24 05:56:38,Linknet,Tidak Ada Gangguan pada Jaringan,16.71,0.0,0.0
11321,2026-05-24 06:05:27,Linknet,SPEEDTEST,17.34,94.76,104.88
11322,2026-05-24 06:10:32,Linknet,SPEEDTEST,16.61,95.73,105.53
11323,2026-05-24 06:14:32,Linknet,Akses Internet ke Luar Terganggu,7.35,0.0,0.0
11324,2026-05-24 06:14:37,Linknet,Tidak Ada Gangguan pada Jaringan,15.59,0.0,0.0
11325,2026-05-24 06:15:32,Linknet,SPEEDTEST,12.72,100.69,102.56
11326,2026-05-24 06:19:17,Linknet,Akses Internet ke Luar Terganggu,6.63,0.0,0.0
11327,2026-05-24 06:19:22,Linknet,Tidak Ada Gangguan pada Jaringan,15.75,0.0,0.0
11328,2026-05-24 06:20:37,Linknet,SPEEDTEST,13.52,96.55,105.56
11329,2026-05-24 06:22:47,Linknet,Gangguan ISP Gedung,11.3,0.0,0.0
11330,2026-05-24 06:22:52,Linknet,Tidak Ada Gangguan pada Jaringan,15.43,0.0,0.0
11331,2026-05-24 06:25:44,Linknet,SPEEDTEST,17.27,97.33,17.25
11332,2026-05-24 06:26:16,Linknet,Akses Internet ke Luar Terganggu,2.29,0.0,0.0
11333,2026-05-24 06:26:21,Linknet,Tidak Ada Gangguan pada Jaringan,15.46,0.0,0.0
11334,2026-05-24 06:28:17,Linknet,Gangguan ISP Gedung,7.36,0.0,0.0
11335,2026-05-24 06:28:22,Linknet,Tidak Ada Gangguan pada Jaringan,15.39,0.0,0.0
11336,2026-05-24 06:28:54,Linknet,Akses Internet ke Luar Terganggu,2.38,0.0,0.0
11337,2026-05-24 06:28:59,Linknet,Tidak Ada Gangguan pada Jaringan,15.53,0.0,0.0
11338,2026-05-24 06:30:52,Linknet,SPEEDTEST,17.57,96.3,107.39
11339,2026-05-24 06:35:45,Linknet,SPEEDTEST,18.5,92.84,109.45
11340,2026-05-24 06:40:52,Linknet,SPEEDTEST,13.59,3.98,103.12
11341,2026-05-24 06:45:54,Linknet,SPEEDTEST,18.03,95.3,57.07
11342,2026-05-24 06:51:00,Linknet,SPEEDTEST,13.9,97.05,58.32
11343,2026-05-24 06:56:06,Linknet,SPEEDTEST,17.51,33.2,4.47
11344,2026-05-24 06:56:45,Linknet,Gangguan ISP Gedung,6.93,0.0,0.0
11345,2026-05-24 06:56:50,Linknet,Tidak Ada Gangguan pada Jaringan,15.64,0.0,0.0
11346,2026-05-24 06:59:43,Linknet,Akses Internet ke Luar Terganggu,2.47,0.0,0.0
11347,2026-05-24 06:59:48,Linknet,Tidak Ada Gangguan pada Jaringan,15.55,0.0,0.0
11348,2026-05-24 07:00:07,Linknet,Akses Internet ke Luar Terganggu,2.39,0.0,0.0
11349,2026-05-24 07:00:12,Linknet,Tidak Ada Gangguan pada Jaringan,15.54,0.0,0.0
11350,2026-05-24 07:01:37,Linknet,Akses Internet ke Luar Terganggu,7.38,0.0,0.0
11351,2026-05-24 07:01:42,Linknet,Tidak Ada Gangguan pada Jaringan,15.54,0.0,0.0
11352,2026-05-24 07:02:46,Linknet,Gangguan ISP Gedung,7.32,0.0,0.0
11353,2026-05-24 07:02:51,Linknet,Tidak Ada Gangguan pada Jaringan,16.35,0.0,0.0
11354,2026-05-24 07:05:29,Linknet,SPEEDTEST,20.77,96.37,107.54
11355,2026-05-24 07:10:31,Linknet,SPEEDTEST,12.08,98.02,104.93
11356,2026-05-24 07:14:43,Linknet,Akses Internet ke Luar Terganggu,2.26,0.0,0.0
11357,2026-05-24 07:14:48,Linknet,Tidak Ada Gangguan pada Jaringan,15.56,0.0,0.0
11358,2026-05-24 07:15:31,Linknet,SPEEDTEST,18.79,96.14,103.71
11359,2026-05-24 07:20:34,Linknet,SPEEDTEST,11.45,95.96,104.82
11360,2026-05-24 07:25:36,Linknet,SPEEDTEST,11.77,95.18,105.13
11361,2026-05-24 07:28:00,Linknet,Akses Internet ke Luar Terganggu,2.87,0.0,0.0
11362,2026-05-24 07:28:05,Linknet,Tidak Ada Gangguan pada Jaringan,15.48,0.0,0.0
11363,2026-05-24 07:30:38,Linknet,SPEEDTEST,17.14,93.66,103.27
11364,2026-05-24 07:35:49,Linknet,SPEEDTEST,15.05,62.12,61.13
11365,2026-05-24 07:40:47,Linknet,SPEEDTEST,17.51,96.41,15.8
11366,2026-05-24 07:45:49,Linknet,SPEEDTEST,19.2,94.76,106.9
11367,2026-05-24 07:47:49,Linknet,Gangguan ISP Gedung,8.89,0.0,0.0
11368,2026-05-24 07:47:54,Linknet,Tidak Ada Gangguan pada Jaringan,15.43,0.0,0.0
11369,2026-05-24 07:49:14,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11370,2026-05-24 07:49:19,Linknet,Tidak Ada Gangguan pada Jaringan,15.5,0.0,0.0
11371,2026-05-24 07:49:49,Linknet,Akses Internet ke Luar Terganggu,3.76,0.0,0.0
11372,2026-05-24 07:49:54,Linknet,Tidak Ada Gangguan pada Jaringan,17.13,0.0,0.0
11373,2026-05-24 07:50:51,Linknet,SPEEDTEST,18.31,96.49,105.62
11374,2026-05-24 07:54:30,Linknet,Akses Internet ke Luar Terganggu,2.37,0.0,0.0
11375,2026-05-24 07:54:38,Linknet,Tidak Ada Gangguan pada Jaringan,19.9,0.0,0.0
11376,2026-05-24 07:55:53,Linknet,SPEEDTEST,21.33,85.63,106.94
11377,2026-05-24 07:56:13,Linknet,Akses Internet ke Luar Terganggu,2.42,0.0,0.0
11378,2026-05-24 07:56:18,Linknet,Tidak Ada Gangguan pada Jaringan,20.39,0.0,0.0
11379,2026-05-24 08:01:44,Linknet,Akses Internet ke Luar Terganggu,7.24,0.0,0.0
11380,2026-05-24 08:01:49,Linknet,Tidak Ada Gangguan pada Jaringan,15.6,0.0,0.0
11381,2026-05-24 08:02:29,Linknet,Akses Internet ke Luar Terganggu,2.31,0.0,0.0
11382,2026-05-24 08:02:34,Linknet,Tidak Ada Gangguan pada Jaringan,15.52,0.0,0.0
11383,2026-05-24 08:05:35,Linknet,SPEEDTEST,20.13,30.64,107.81
11384,2026-05-24 08:10:33,Linknet,SPEEDTEST,11.86,95.95,102.96
11385,2026-05-24 08:15:33,Linknet,SPEEDTEST,15.57,95.86,102.84
11386,2026-05-24 08:20:41,Linknet,SPEEDTEST,15.18,98.33,60.79
11387,2026-05-24 08:25:36,Linknet,SPEEDTEST,25.68,85.09,105.5
11388,2026-05-24 08:30:47,Linknet,SPEEDTEST,181.68,58.46,64.37
11389,2026-05-24 08:35:40,Linknet,SPEEDTEST,15.56,95.16,105.29
11390,2026-05-24 08:37:18,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11391,2026-05-24 08:37:23,Linknet,Tidak Ada Gangguan pada Jaringan,15.41,0.0,0.0
11392,2026-05-24 08:40:43,Linknet,SPEEDTEST,28.16,84.29,105.98
11393,2026-05-24 08:42:43,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11394,2026-05-24 08:42:48,Linknet,Tidak Ada Gangguan pada Jaringan,15.49,0.0,0.0
11395,2026-05-24 08:45:47,Linknet,SPEEDTEST,17.74,97.08,108.39
11396,2026-05-24 08:48:05,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11397,2026-05-24 08:48:10,Linknet,Tidak Ada Gangguan pada Jaringan,16.58,0.0,0.0
11398,2026-05-24 08:50:48,Linknet,SPEEDTEST,25.06,85.34,106.71
11399,2026-05-24 08:54:05,Linknet,Akses Internet ke Luar Terganggu,2.46,0.0,0.0
11400,2026-05-24 08:54:10,Linknet,Tidak Ada Gangguan pada Jaringan,15.82,0.0,0.0
11401,2026-05-24 08:55:53,Linknet,SPEEDTEST,25.46,85.46,104.01
11402,2026-05-24 09:04:10,Linknet,Akses Internet ke Luar Terganggu,2.42,0.0,0.0
11403,2026-05-24 09:04:16,Linknet,Tidak Ada Gangguan pada Jaringan,16.55,0.0,0.0
11404,2026-05-24 09:05:30,Linknet,SPEEDTEST,17.91,3.98,107.27
11405,2026-05-24 09:10:32,Linknet,SPEEDTEST,15.71,94.18,103.95
11406,2026-05-24 09:15:36,Linknet,SPEEDTEST,18.43,96.46,107.09
11407,2026-05-24 09:20:36,Linknet,SPEEDTEST,14.91,93.15,105.63
11408,2026-05-24 09:25:45,Linknet,SPEEDTEST,18.09,93.52,107.87
11409,2026-05-24 09:30:45,Linknet,SPEEDTEST,16.68,95.68,77.94
11410,2026-05-24 09:35:45,Linknet,SPEEDTEST,14.67,97.48,15.31
11411,2026-05-24 09:36:09,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11412,2026-05-24 09:36:14,Linknet,Tidak Ada Gangguan pada Jaringan,15.46,0.0,0.0
11413,2026-05-24 09:40:54,Linknet,SPEEDTEST,15.62,58.76,103.77
11414,2026-05-24 09:45:49,Linknet,SPEEDTEST,15.78,93.8,103.35
11415,2026-05-24 09:50:51,Linknet,SPEEDTEST,11.55,10.3,105.03
11416,2026-05-24 09:55:56,Linknet,SPEEDTEST,14.91,21.55,105.41
11417,2026-05-24 10:05:28,Linknet,SPEEDTEST,11.87,4.35,103.72
11418,2026-05-24 10:10:30,Linknet,SPEEDTEST,13.82,99.34,105.77
11419,2026-05-24 10:15:33,Linknet,SPEEDTEST,19.83,95.86,105.55
11420,2026-05-24 10:20:34,Linknet,SPEEDTEST,17.87,96.83,106.17
11421,2026-05-24 10:25:34,Linknet,SPEEDTEST,17.69,96.08,106.75
11422,2026-05-24 10:30:40,Linknet,SPEEDTEST,19.95,97.5,103.69
11423,2026-05-24 10:35:44,Linknet,SPEEDTEST,14.6,96.89,106.36
11424,2026-05-24 10:40:50,Linknet,SPEEDTEST,13.61,98.51,107.41
11425,2026-05-24 10:46:14,Linknet,SPEEDTEST,14.5,96.65,106.15
11426,2026-05-24 10:50:59,Linknet,SPEEDTEST,17.0,97.73,94.15
11427,2026-05-24 10:56:02,Linknet,SPEEDTEST,14.01,60.92,107.03
11428,2026-05-24 11:05:33,Linknet,SPEEDTEST,13.11,97.55,12.69
11429,2026-05-24 11:10:38,Linknet,SPEEDTEST,13.34,97.82,107.76
11430,2026-05-24 11:15:38,Linknet,SPEEDTEST,18.23,96.57,107.16
11431,2026-05-24 11:20:39,Linknet,SPEEDTEST,25.25,96.9,103.92
11432,2026-05-24 11:25:41,Linknet,SPEEDTEST,18.95,98.12,106.79
11433,2026-05-24 11:30:46,Linknet,SPEEDTEST,14.4,95.4,107.11
11434,2026-05-24 11:35:51,Linknet,SPEEDTEST,14.86,43.28,107.88
11435,2026-05-24 11:39:17,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11436,2026-05-24 11:39:22,Linknet,Tidak Ada Gangguan pada Jaringan,16.68,0.0,0.0
11437,2026-05-24 11:40:55,Linknet,SPEEDTEST,16.14,100.95,106.98
11438,2026-05-24 11:45:57,Linknet,SPEEDTEST,19.35,94.4,107.64
11439,2026-05-24 11:49:53,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11440,2026-05-24 11:49:58,Linknet,Tidak Ada Gangguan pada Jaringan,15.86,0.0,0.0
11441,2026-05-24 11:51:05,Linknet,SPEEDTEST,14.68,24.23,56.18
11442,2026-05-24 11:56:06,Linknet,SPEEDTEST,13.43,81.67,107.0
11443,2026-05-24 12:05:28,Linknet,SPEEDTEST,18.13,98.42,106.51
11444,2026-05-24 12:10:29,Linknet,SPEEDTEST,17.28,30.34,5.42
11445,2026-05-24 12:15:31,Linknet,SPEEDTEST,17.0,96.89,14.53
11446,2026-05-24 12:20:34,Linknet,SPEEDTEST,16.45,95.07,76.77
11447,2026-05-24 12:25:35,Linknet,SPEEDTEST,13.22,95.36,107.42
11448,2026-05-24 12:30:37,Linknet,SPEEDTEST,16.54,96.44,107.05
11449,2026-05-24 12:35:40,Linknet,SPEEDTEST,19.82,94.94,107.0
11450,2026-05-24 12:40:43,Linknet,SPEEDTEST,13.8,96.93,106.33
11451,2026-05-24 12:45:46,Linknet,SPEEDTEST,13.82,96.91,106.38
11452,2026-05-24 12:50:50,Linknet,SPEEDTEST,14.53,95.48,17.52
11453,2026-05-24 12:53:41,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11454,2026-05-24 12:53:46,Linknet,Tidak Ada Gangguan pada Jaringan,15.67,0.0,0.0
11455,2026-05-24 12:55:54,Linknet,SPEEDTEST,18.11,95.57,7.85
11456,2026-05-24 13:05:29,Linknet,SPEEDTEST,18.34,52.96,106.37
11457,2026-05-24 13:09:42,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11458,2026-05-24 13:09:54,Linknet,Tidak Ada Gangguan pada Jaringan,20.38,0.0,0.0
11459,2026-05-24 13:10:31,Linknet,SPEEDTEST,14.53,88.07,106.07
11460,2026-05-24 13:15:34,Linknet,SPEEDTEST,15.42,93.95,105.69
11461,2026-05-24 13:20:36,Linknet,SPEEDTEST,15.66,70.64,1.21
11462,2026-05-24 13:25:41,Linknet,SPEEDTEST,14.93,94.75,102.33
11463,2026-05-24 13:30:45,Linknet,SPEEDTEST,19.91,92.7,102.64
11464,2026-05-24 13:35:47,Linknet,SPEEDTEST,15.25,96.94,104.44
11465,2026-05-24 13:40:53,Linknet,SPEEDTEST,15.82,93.53,103.25
11466,2026-05-24 13:45:52,Linknet,SPEEDTEST,11.51,94.41,105.73
11467,2026-05-24 13:50:52,Linknet,SPEEDTEST,14.76,99.56,106.69
11468,2026-05-24 13:52:37,Linknet,Router Internal Bermasalah,0.0,0.0,0.0
11469,2026-05-24 13:52:42,Linknet,Tidak Ada Gangguan pada Jaringan,15.83,0.0,0.0
11470,2026-05-24 13:55:53,Linknet,SPEEDTEST,16.92,99.47,104.61
11471,2026-05-24 14:05:30,Linknet,SPEEDTEST,14.99,99.52,104.07
11472,2026-05-24 14:10:36,Linknet,SPEEDTEST,19.76,93.06,104.57
11473,2026-05-24 14:15:45,Linknet,SPEEDTEST,13.36,58.15,103.51
11474,2026-05-24 14:20:39,Linknet,SPEEDTEST,17.48,92.66,104.48
11475,2026-05-24 14:25:41,Linknet,SPEEDTEST,14.84,98.33,106.9
11476,2026-05-24 14:30:46,Linknet,SPEEDTEST,15.45,100.17,105.03
11477,2026-05-24 14:35:53,Linknet,SPEEDTEST,16.09,91.27,103.66
11478,2026-05-24 14:41:03,Linknet,SPEEDTEST,18.82,61.14,104.38
11479,2026-05-24 14:46:01,Linknet,SPEEDTEST,17.14,99.4,96.65
11480,2026-05-24 14:51:14,Linknet,SPEEDTEST,15.65,93.51,103.74
11481,2026-05-24 14:56:08,Linknet,SPEEDTEST,12.84,96.72,103.77
11482,2026-05-24 15:05:34,Linknet,SPEEDTEST,14.48,92.18,62.26
11483,2026-05-24 15:07:03,Linknet,Akses Internet ke Luar Terganggu,2.59,0.0,0.0
11484,2026-05-24 15:07:08,Linknet,Tidak Ada Gangguan pada Jaringan,15.71,0.0,0.0
11485,2026-05-24 15:07:28,Linknet,Akses Internet ke Luar Terganggu,2.4,0.0,0.0
11486,2026-05-24 15:07:33,Linknet,Tidak Ada Gangguan pada Jaringan,15.74,0.0,0.0
11487,2026-05-24 15:10:35,Linknet,SPEEDTEST,16.47,89.71,64.14
11488,2026-05-24 15:15:33,Linknet,SPEEDTEST,16.53,89.73,105.74
